"slug","name","country","action","reason","new_slug","eligible_languages"
"magic-80s-florida-128-kbits","Magic 80s Florida (128 kbit/s)","The United States Of America","slug-rewrite","old=magic-80s-florida-128-kbits → new=magic-80s-florida-128-kbit-s","magic-80s-florida-128-kbit-s","en|es"
"magic-radio-6","Magic Radio","Sweden","slug-rewrite+mark-noindex","old=magic-radio-6 → new=magic-radio-3 ; junk:duplicate-of:magic-radio","magic-radio-3","en|sv"
"mai-fm-1","Mai FM","New Zealand","slug-rewrite+mark-noindex","old=mai-fm-1 → new=mai-fm-1 ; junk:duplicate-of:mai-fm","mai-fm-1","en"
"manao-radio","Mana'o Radio","The United States Of America","slug-rewrite","old=manao-radio → new=mana-o-radio","mana-o-radio","en|es"
"marijos-radijas-2","Marijos radijas","Lithuania","slug-rewrite+mark-noindex","old=marijos-radijas-2 → new=marijos-radijas-2 ; junk:duplicate-of:marijos-radijas","marijos-radijas-2","en|lt"
"match-puebla-901-fm-xhrs-fm-grupo-acir-puebla-pu","Match Puebla - 90.1 FM - XHRS-FM - Grupo ACIR - Puebla, PU","Mexico","slug-rewrite","old=match-puebla-901-fm-xhrs-fm-grupo-acir-puebla-pu → new=match-puebla-90-1-fm-xhrs-fm-grupo-acir-puebla-pu","match-puebla-90-1-fm-xhrs-fm-grupo-acir-puebla-pu","en|es"
"mambo-radio-1","Mambo Radio","Spain","slug-rewrite+mark-noindex","old=mambo-radio-1 → new=mambo-radio-1 ; junk:duplicate-of:mambo-radio","mambo-radio-1","en|es|ca"
"maring-fm","Maringá FM","Brazil","slug-rewrite","old=maring-fm → new=maringa-fm","maringa-fm","en|pt"
"magic-radio-5","Magic radio","France","slug-rewrite+mark-noindex","old=magic-radio-5 → new=magic-radio-4 ; junk:duplicate-of:magic-radio","magic-radio-4","en|fr|ar"
"mara-argentina","María Argentina","Argentina","slug-rewrite","old=mara-argentina → new=maria-argentina","maria-argentina","en|es"
"massa-fm-so-lus","Massa FM São Luís","Brazil","slug-rewrite","old=massa-fm-so-lus → new=massa-fm-sao-luis","massa-fm-sao-luis","en|pt"
"magic-radio-flac","Magic Radio flac","France","mark-noindex","junk:codec-suffix:-flac","magic-radio-flac","en|fr|ar"
"marconi-961","Marconi 96.1","Greece","slug-rewrite","old=marconi-961 → new=marconi-96-1","marconi-96-1","en|el"
"martinique-1re","Martinique 1ère","Martinique","slug-rewrite","old=martinique-1re → new=martinique-1ere","martinique-1ere","en"
"match-ciudad-de-mxico-993-fm-xhpop-fm-grupo-acir-ciudad-de-mxico","Match Ciudad de México - 99.3 FM - XHPOP-FM - Grupo ACIR - Ciudad de México","Mexico","slug-rewrite","old=match-ciudad-de-mxico-993-fm-xhpop-fm-grupo-acir-ciudad-de-mxico → new=match-ciudad-de-mexico-99-3-fm-xhpop-fm-grupo-acir-ciudad-de-mexico","match-ciudad-de-mexico-99-3-fm-xhpop-fm-grupo-acir-ciudad-de-mexico","en|es"
"mquina-do-tempo-internacional","Máquina do Tempo (Internacional)","Brazil","slug-rewrite","old=mquina-do-tempo-internacional → new=maquina-do-tempo-internacional","maquina-do-tempo-internacional","en|pt"
"m80-rdio-soul","M80 Rádio – Soul","Portugal","slug-rewrite","old=m80-rdio-soul → new=m80-radio-soul","m80-radio-soul","en|pt"
"magic-fm-5","Magic FM","New Zealand","slug-rewrite+mark-noindex","old=magic-fm-5 → new=magic-fm-5 ; junk:duplicate-of:magic-fm","magic-fm-5","en"
"m-radio-annes-80","M Radio - Années 80","France","slug-rewrite+mark-noindex","old=m-radio-annes-80 → new=m-radio-annees-80-1 ; junk:duplicate-of:m-radio-annees-80","m-radio-annees-80-1","en|fr|ar"
"mapa-radio-cardinal","Mapúa Radio Cardinal","The Philippines","slug-rewrite+mark-noindex","old=mapa-radio-cardinal → new=mapua-radio-cardinal-1 ; junk:duplicate-of:mapua-radio-cardinal","mapua-radio-cardinal-1","en"
"mas-flo-1077-fm-xhrst-fm-mlc-media-san-diego-california","Mas Flo - 107.7 FM - XHRST-FM - MLC Media - San Diego, California","The United States Of America","slug-rewrite","old=mas-flo-1077-fm-xhrst-fm-mlc-media-san-diego-california → new=mas-flo-107-7-fm-xhrst-fm-mlc-media-san-diego-california","mas-flo-107-7-fm-xhrst-fm-mlc-media-san-diego-california","en|es"
"match-993-cdmx-993-fm-xhpop-fm-grupo-acir-ciudad-de-mxico","MATCH 99.3 (CDMX) - 99.3 FM - XHPOP-FM - Grupo ACIR - Ciudad de México","Mexico","slug-rewrite","old=match-993-cdmx-993-fm-xhpop-fm-grupo-acir-ciudad-de-mxico → new=match-99-3-cdmx-99-3-fm-xhpop-fm-grupo-acir-ciudad-de-mexico","match-99-3-cdmx-99-3-fm-xhpop-fm-grupo-acir-ciudad-de-mexico","en|es"
"m1fm-softpop","M1.FM - Softpop","Germany","slug-rewrite","old=m1fm-softpop → new=m1-fm-softpop","m1-fm-softpop","en|de|tr"
"magic-disco-radio-1","Magic Disco Radio","Hungary","slug-rewrite+mark-noindex","old=magic-disco-radio-1 → new=magic-disco-radio-1 ; junk:duplicate-of:magic-disco-radio","magic-disco-radio-1","en|hu"
"m-radio-cultes-annes-60-et-70","M Radio Cultes années 60 et 70","France","slug-rewrite","old=m-radio-cultes-annes-60-et-70 → new=m-radio-cultes-annees-60-et-70","m-radio-cultes-annees-60-et-70","en|fr|ar"
"m1fm-clubmix-1","M1.FM Clubmix","Germany","slug-rewrite+mark-noindex","old=m1fm-clubmix-1 → new=m1-fm-clubmix-1 ; junk:duplicate-of:m1-fm-clubmix","m1-fm-clubmix-1","en|de|tr"
"marios-blackman-1","Marios Blackman","Greece","slug-rewrite+mark-noindex","old=marios-blackman-1 → new=marios-blackman-1 ; junk:duplicate-of:marios-blackman","marios-blackman-1","en|el"
"max-radio-station-1","MAX RADIO STATION","Peru","slug-rewrite+mark-noindex","old=max-radio-station-1 → new=max-radio-station-1 ; junk:duplicate-of:max-radio-station","max-radio-station-1","en|es"
"mara","María","Chile","slug-rewrite","old=mara → new=maria","maria","en|es"
"master-fm-969","Master FM 96.9","Honduras","slug-rewrite","old=master-fm-969 → new=master-fm-96-9","master-fm-96-9","en"
"ms-latina-veracruz-965-fm-xhrn-fm-rn-radio-networks-veracruz-veracruz","Más Latina (Veracruz) - 96.5 FM - XHRN-FM - RN Radio Networks - Veracruz, Veracruz","Mexico","slug-rewrite","old=ms-latina-veracruz-965-fm-xhrn-fm-rn-radio-networks-veracruz-veracruz → new=mas-latina-veracruz-96-5-fm-xhrn-fm-rn-radio-networks-veracruz-veracruz","mas-latina-veracruz-96-5-fm-xhrn-fm-rn-radio-networks-veracruz-veracruz","en|es"
"mad-radio-1062-fm","Mad Radio 106.2 FM","Greece","slug-rewrite","old=mad-radio-1062-fm → new=mad-radio-106-2-fm","mad-radio-106-2-fm","en|el"
"match-culiacn-1001-fm-xhcna-fm-grupo-acir-culiacn-si","Match Culiacán - 100.1 FM - XHCNA-FM - Grupo ACIR - Culiacán, SI","Mexico","slug-rewrite","old=match-culiacn-1001-fm-xhcna-fm-grupo-acir-culiacn-si → new=match-culiacan-100-1-fm-xhcna-fm-grupo-acir-culiacan-si","match-culiacan-100-1-fm-xhcna-fm-grupo-acir-culiacan-si","en|es"
"maurice-radio-libre-1","Maurice Radio Libre","France","slug-rewrite+mark-noindex","old=maurice-radio-libre-1 → new=maurice-radio-libre-1 ; junk:duplicate-of:maurice-radio-libre","maurice-radio-libre-1","en|fr|ar"
"m-80s-radio","M-80's Radio","The United States Of America","slug-rewrite+mark-noindex","old=m-80s-radio → new=m-80-s-radio-1 ; junk:duplicate-of:m-80-s-radio","m-80-s-radio-1","en|es"
"mdeep-radio-1","M.Deep Radio","The Russian Federation","slug-rewrite+mark-noindex","old=mdeep-radio-1 → new=m-deep-radio-1 ; junk:duplicate-of:m-deep-radio","m-deep-radio-1","en|ru"
"majestic-jukebox-radio-1","MAJESTIC JUKEBOX RADIO","France","slug-rewrite+mark-noindex","old=majestic-jukebox-radio-1 → new=majestic-jukebox-radio-1 ; junk:duplicate-of:majestic-jukebox-radio","majestic-jukebox-radio-1","en|fr|ar"
"majic-959","Majic 95.9","The United States Of America","slug-rewrite","old=majic-959 → new=majic-95-9","majic-95-9","en|es"
"mria-rdi-erdly","Mária Rádió Erdély","Romania","slug-rewrite","old=mria-rdi-erdly → new=maria-radio-erdely","maria-radio-erdely","en|ro|hu"
"m-radio-1","M Radio","France","slug-rewrite+mark-noindex","old=m-radio-1 → new=m-radio-1 ; junk:duplicate-of:m-radio","m-radio-1","en|fr|ar"
"m-radio-2","M Radio","Indonesia","slug-rewrite+mark-noindex","old=m-radio-2 → new=m-radio-2 ; junk:duplicate-of:m-radio","m-radio-2","en|id"
"m80-rdio-70s","M80 Rádio – 70s","Portugal","slug-rewrite","old=m80-rdio-70s → new=m80-radio-70s","m80-radio-70s","en|pt"
"lx-classics-1","LX Classics","The Netherlands","slug-rewrite+mark-noindex","old=lx-classics-1 → new=lx-classics-1 ; junk:duplicate-of:lx-classics","lx-classics-1","en|nl"
"mas-network-bolivar-921-fm","Mas Network Bolivar 92.1 FM","Bolivarian Republic Of Venezuela","slug-rewrite","old=mas-network-bolivar-921-fm → new=mas-network-bolivar-92-1-fm","mas-network-bolivar-92-1-fm","en|es"
"mquina-do-tempo-mpb-brasil","Máquina do Tempo (MPB Brasil)","Brazil","slug-rewrite","old=mquina-do-tempo-mpb-brasil → new=maquina-do-tempo-mpb-brasil","maquina-do-tempo-mpb-brasil","en|pt"
"magic-876","Magic 87.6","Australia","slug-rewrite","old=magic-876 → new=magic-87-6","magic-87-6","en"
"massa-fm-1011-ponta-grossa-pr","Massa FM 101,1 (Ponta Grossa - PR)","Brazil","slug-rewrite","old=massa-fm-1011-ponta-grossa-pr → new=massa-fm-101-1-ponta-grossa-pr","massa-fm-101-1-ponta-grossa-pr","en|pt"
"ms-activa","Más Activa","Spain","slug-rewrite","old=ms-activa → new=mas-activa","mas-activa","en|es|ca"
"match-guadalajara-903-fm-xhemia-fm-grupo-acir-guadalajara-jc","Match Guadalajara - 90.3 FM - XHEMIA-FM - Grupo ACIR - Guadalajara, JC","Mexico","slug-rewrite","old=match-guadalajara-903-fm-xhemia-fm-grupo-acir-guadalajara-jc → new=match-guadalajara-90-3-fm-xhemia-fm-grupo-acir-guadalajara-jc","match-guadalajara-90-3-fm-xhemia-fm-grupo-acir-guadalajara-jc","en|es"
"m1fm-urban","M1.FM - Urban","Unknown","slug-rewrite","old=m1fm-urban → new=m1-fm-urban","m1-fm-urban","en"
"magic-fm-6","Magic FM","Panama","slug-rewrite+mark-noindex","old=magic-fm-6 → new=magic-fm-6 ; junk:duplicate-of:magic-fm","magic-fm-6","en"
"lux-fm-2","Lux FM","Ukraine","slug-rewrite+mark-noindex","old=lux-fm-2 → new=lux-fm-2 ; junk:duplicate-of:lux-fm","lux-fm-2","en|uk|ru"
"m80-rdio-portugal","M80 Rádio – Portugal","Portugal","slug-rewrite","old=m80-rdio-portugal → new=m80-radio-portugal","m80-radio-portugal","en|pt"
"ms-fm","Más FM","The United States Of America","slug-rewrite","old=ms-fm → new=mas-fm","mas-fm","en|es"
"magik-fm-cauayan-1","Magik FM Cauayan","The Philippines","slug-rewrite+mark-noindex","old=magik-fm-cauayan-1 → new=magik-fm-cauayan-1 ; junk:duplicate-of:magik-fm-cauayan","magik-fm-cauayan-1","en"
"mria-rdi-szerbia","Mária Rádió Szerbia","Serbia","slug-rewrite","old=mria-rdi-szerbia → new=maria-radio-szerbia","maria-radio-szerbia","en|sr|hu"
"maragata-fm-975","MARAGATA FM 97.5","Argentina","slug-rewrite","old=maragata-fm-975 → new=maragata-fm-97-5","maragata-fm-97-5","en|es"
"mark-fm-1","Mark FM","Sri Lanka","slug-rewrite","old=mark-fm-1 → new=mark-fm","mark-fm","en|ta"
"m-radio-voix-fminines","M Radio Voix Féminines","France","slug-rewrite","old=m-radio-voix-fminines → new=m-radio-voix-feminines","m-radio-voix-feminines","en|fr|ar"
"maasenwaalradio-1","Maasenwaalradio","The Netherlands","slug-rewrite+mark-noindex","old=maasenwaalradio-1 → new=maasenwaalradio-1 ; junk:duplicate-of:maasenwaalradio","maasenwaalradio-1","en|nl"
"mdelsabend-hq","Mädelsabend HQ","Germany","slug-rewrite","old=mdelsabend-hq → new=madelsabend-hq","madelsabend-hq","en|de|tr"
"massa-fm-929-mhz-so-paulo-sp","Massa FM 92.9 MHz (São Paulo - SP)","Brazil","slug-rewrite","old=massa-fm-929-mhz-so-paulo-sp → new=massa-fm-92-9-mhz-sao-paulo-sp","massa-fm-92-9-mhz-sao-paulo-sp","en|pt"
"makina-fm-1","Makina Fm","Spain","slug-rewrite+mark-noindex","old=makina-fm-1 → new=makina-fm-1 ; junk:duplicate-of:makina-fm","makina-fm-1","en|es|ca"
"max-fm-983-cher-fm","Max FM 98.3 - CHER-FM","Canada","slug-rewrite","old=max-fm-983-cher-fm → new=max-fm-98-3-cher-fm","max-fm-98-3-cher-fm","en|fr|es"
"luxuriamusic-2","LuxuriaMusic","The United States Of America","slug-rewrite+mark-noindex","old=luxuriamusic-2 → new=luxuriamusic-2 ; junk:duplicate-of:luxuriamusic","luxuriamusic-2","en|es"
"mas-flo-san-diego-1077-fm-xhrst-fm-mlc-media-san-diego-california","Mas Flo (San Diego) - 107.7 FM - XHRST-FM - MLC Media - San Diego, California","The United States Of America","slug-rewrite","old=mas-flo-san-diego-1077-fm-xhrst-fm-mlc-media-san-diego-california → new=mas-flo-san-diego-107-7-fm-xhrst-fm-mlc-media-san-diego-california","mas-flo-san-diego-107-7-fm-xhrst-fm-mlc-media-san-diego-california","en|es"
"magyar-katolikus-rdi","Magyar Katolikus Rádió","Hungary","slug-rewrite","old=magyar-katolikus-rdi → new=magyar-katolikus-radio","magyar-katolikus-radio","en|hu"
"marbescop-2","Marbescop","Spain","slug-rewrite+mark-noindex","old=marbescop-2 → new=marbescop-2 ; junk:duplicate-of:marbescop","marbescop-2","en|es|ca|fr"
"mano-fm-1","MANO FM","Lithuania","slug-rewrite+mark-noindex","old=mano-fm-1 → new=mano-fm-1 ; junk:duplicate-of:mano-fm","mano-fm-1","en|lt"
"mallorca-sunshine-radio-1","Mallorca Sunshine Radio","Spain","slug-rewrite+mark-noindex","old=mallorca-sunshine-radio-1 → new=mallorca-sunshine-radio-1 ; junk:duplicate-of:mallorca-sunshine-radio","mallorca-sunshine-radio-1","en|es|ca"
"maximum-heavy-monday-1","Maximum Heavy Monday","The Russian Federation","slug-rewrite+mark-noindex","old=maximum-heavy-monday-1 → new=maximum-heavy-monday-1 ; junk:duplicate-of:maximum-heavy-monday","maximum-heavy-monday-1","en|ru"
"mcn-radio-tirana-1031-fm","MCN Radio - Tirana 103.1 FM","Albania","slug-rewrite","old=mcn-radio-tirana-1031-fm → new=mcn-radio-tirana-103-1-fm","mcn-radio-tirana-103-1-fm","en|sq"
"mdr-jump-3","MDR Jump","Germany","slug-rewrite","old=mdr-jump-3 → new=mdr-jump","mdr-jump","en|de|tr"
"mxima-ciudad-jurez-991-fm-xhepr-fm-ciudad-jurez-chihuahua","Máxima (Ciudad Juárez) - 99.1 FM - XHEPR-FM - Ciudad Juárez, Chihuahua","Mexico","slug-rewrite","old=mxima-ciudad-jurez-991-fm-xhepr-fm-ciudad-jurez-chihuahua → new=maxima-ciudad-juarez-99-1-fm-xhepr-fm-ciudad-juarez-chihuahua","maxima-ciudad-juarez-99-1-fm-xhepr-fm-ciudad-juarez-chihuahua","en|es"
"mdr-thringen-region-ostthringen","MDR THÜRINGEN Region Ostthüringen","Germany","slug-rewrite","old=mdr-thringen-region-ostthringen → new=mdr-thuringen-region-ostthuringen","mdr-thuringen-region-ostthuringen","en|de|tr"
"megamixer-1","MegaMixer","Hungary","slug-rewrite+mark-noindex","old=megamixer-1 → new=megamixer-1 ; junk:duplicate-of:megamixer","megamixer-1","en|hu"
"megadance-rdi-2","Megadance Rádió","Hungary","slug-rewrite","old=megadance-rdi-2 → new=megadance-radio","megadance-radio","en|hu"
"meridiano-1071-fm","Meridiano 107.1 FM","Argentina","slug-rewrite","old=meridiano-1071-fm → new=meridiano-107-1-fm","meridiano-107-1-fm","en|es"
"metal-only-httpswwwmetal-onlydemetal-only-httpwwwmetal-onlyde-24h-black-death-heavy-metal-rock-und-mehr","METAL ONLY - https://www.metal-only.de,METAL ONLY - http://www.metal-only.de - 24h Black Death Heavy Metal Rock und mehr!","Germany","slug-rewrite","old=metal-only-httpswwwmetal-onlydemetal-only-httpwwwmetal-onlyde-24h-black-death-heavy-metal-rock-und-mehr → new=metal-only-https-www-metal-only-de-metal-only-http-www-metal-only-de-24h-black-death-heavy-metal-rock-und-mehr","metal-only-https-www-metal-only-de-metal-only-http-www-metal-only-de-24h-black-death-heavy-metal-rock-und-mehr","en|de|tr"
"midtfjord-radio-1","Midtfjord Radio","Unknown","slug-rewrite+mark-noindex","old=midtfjord-radio-1 → new=midtfjord-radio-1 ; junk:duplicate-of:midtfjord-radio","midtfjord-radio-1","en"
"merge-1048","Merge 104.8","Oman","slug-rewrite","old=merge-1048 → new=merge-104-8","merge-104-8","en|ar"
"mivallenatsima","Mi%Vallenatísima","Colombia","slug-rewrite","old=mivallenatsima → new=mi-vallenatisima","mi-vallenatisima","en|es"
"ma-937-guatemala","Mía 93.7 Guatemala","Guatemala","slug-rewrite","old=ma-937-guatemala → new=mia-93-7-guatemala","mia-93-7-guatemala","en|es"
"midnight-oil-2","Midnight Oil","Australia","slug-rewrite","old=midnight-oil-2 → new=midnight-oil","midnight-oil","en"
"melody-888","Melody 88.8","Greece","slug-rewrite+mark-noindex","old=melody-888 → new=melody-88-8 ; junk:duplicate-of:melody-88","melody-88-8","en|el"
"mixx-fm-swan-hill-kerang-1077-fm-987-fm","Mixx FM - Swan Hill / Kerang - 107.7 FM / 98.7 FM","Australia","slug-rewrite","old=mixx-fm-swan-hill-kerang-1077-fm-987-fm → new=mixx-fm-swan-hill-kerang-107-7-fm-98-7-fm","mixx-fm-swan-hill-kerang-107-7-fm-98-7-fm","en"
"matryoshkafm-1","Matryoshka.FM (Матрёшка)","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=matryoshkafm-1 → new=matryoshka-fm-matryoshka","matryoshka-fm-matryoshka","en|ru"
"mainstream-jazz-1","Mainstream Jazz","The Russian Federation","slug-rewrite","old=mainstream-jazz-1 → new=mainstream-jazz","mainstream-jazz","en|ru"
"mbc-fm4u-2","MBC충북 FM4U","The Republic Of Korea","slug-rewrite","old=mbc-fm4u-2 → new=mbccungbug-fm4u","mbccungbug-fm4u","en|ko"
"maxi-france-3","Maxi France","France","slug-rewrite","old=maxi-france-3 → new=maxi-france","maxi-france","en|fr|ar"
"mdr-kultur-klassik-im-konzert-1","MDR Kultur Klassik im Konzert","Germany","slug-rewrite+mark-noindex","old=mdr-kultur-klassik-im-konzert-1 → new=mdr-kultur-klassik-im-konzert-1 ; junk:duplicate-of:mdr-kultur-klassik-im-konzert","mdr-kultur-klassik-im-konzert-1","en|de|tr"
"mxima-1009-fm-morelia","Máxima 100.9 FM Morelia","Mexico","slug-rewrite","old=mxima-1009-fm-morelia → new=maxima-100-9-fm-morelia","maxima-100-9-fm-morelia","en|es"
"mdr-sputnik-2","MDR SPUTNIK","Unknown","slug-rewrite","old=mdr-sputnik-2 → new=mdr-sputnik","mdr-sputnik","en"
"mdr-sachsen-extra-2","MDR Sachsen Extra","Germany","slug-rewrite","old=mdr-sachsen-extra-2 → new=mdr-sachsen-extra","mdr-sachsen-extra","en|de|tr"
"megadance-rdi","MegaDance Rádió","Hungary","slug-rewrite+mark-noindex","old=megadance-rdi → new=megadance-radio-1 ; junk:duplicate-of:megadance-radio","megadance-radio-1","en|hu"
"mega-fm-villahermosa-949-fm-xhtvh-fm-corat-comisin-de-radio-y-televisin-de-tabasco-villahermosa-tb","Mega FM (Villahermosa) - 94.9 FM - XHTVH-FM - CORAT (Comisión de Radio y Televisión de Tabasco) - Villahermosa, TB","Mexico","slug-rewrite","old=mega-fm-villahermosa-949-fm-xhtvh-fm-corat-comisin-de-radio-y-televisin-de-tabasco-villahermosa-tb → new=mega-fm-villahermosa-94-9-fm-xhtvh-fm-corat-comision-de-radio-y-television-de-tabasco-villahermosa-tb","mega-fm-villahermosa-94-9-fm-xhtvh-fm-corat-comision-de-radio-y-television-de-tabasco-villahermosa-tb","en|es"
"mdr-thringen-region-nordthringen","MDR THÜRINGEN Region Nordthüringen","Germany","slug-rewrite","old=mdr-thringen-region-nordthringen → new=mdr-thuringen-region-nordthuringen","mdr-thuringen-region-nordthuringen","en|de|tr"
"mdr-schlagerwelt-2","MDR SCHLAGERWELT","Germany","slug-rewrite","old=mdr-schlagerwelt-2 → new=mdr-schlagerwelt","mdr-schlagerwelt","en|de|tr"
"meloradio-pozna","MELORADIO POZNAŃ","Poland","slug-rewrite","old=meloradio-pozna → new=meloradio-poznan","meloradio-poznan","en|pl"
"mexiquense-radio-zumpango-885-fm-xhzum-fm-sistema-mexiquense-de-medios-pblicos-zumpango-em","Mexiquense Radio (Zumpango)  - 88.5 FM - XHZUM-FM - Sistema Mexiquense de Medios Públicos - Zumpango, EM","Mexico","slug-rewrite","old=mexiquense-radio-zumpango-885-fm-xhzum-fm-sistema-mexiquense-de-medios-pblicos-zumpango-em → new=mexiquense-radio-zumpango-88-5-fm-xhzum-fm-sistema-mexiquense-de-medios-publicos-zumpango-em","mexiquense-radio-zumpango-88-5-fm-xhzum-fm-sistema-mexiquense-de-medios-publicos-zumpango-em","en|es"
"meuse-fm-bar-le-duccommercy","Meuse FM Bar-le-Duc/Commercy","France","slug-rewrite","old=meuse-fm-bar-le-duccommercy → new=meuse-fm-bar-le-duc-commercy","meuse-fm-bar-le-duc-commercy","en|fr|ar"
"mephisto-976-leipzig","Mephisto 97.6 Leipzig","Germany","slug-rewrite","old=mephisto-976-leipzig → new=mephisto-97-6-leipzig","mephisto-97-6-leipzig","en|de|tr"
"mix-cancn-931-fm-580-am-xhyi-fm-xeyi-am-grupo-acir-cancn-qr","MIX Cancún - 93.1 FM / 580 AM - XHYI-FM / XEYI-AM - Grupo ACIR - Cancún, QR","Mexico","slug-rewrite","old=mix-cancn-931-fm-580-am-xhyi-fm-xeyi-am-grupo-acir-cancn-qr → new=mix-cancun-93-1-fm-580-am-xhyi-fm-xeyi-am-grupo-acir-cancun-qr","mix-cancun-93-1-fm-580-am-xhyi-fm-xeyi-am-grupo-acir-cancun-qr","en|es"
"mix-en-vivo-iheart-radio-online-acir-online-iheart-radio-ciudad-de-mxico","MIX En Vivo (iHeart Radio) - Online - ACIR Online / iHeart Radio - Ciudad de México","Mexico","slug-rewrite","old=mix-en-vivo-iheart-radio-online-acir-online-iheart-radio-ciudad-de-mxico → new=mix-en-vivo-iheart-radio-online-acir-online-iheart-radio-ciudad-de-mexico","mix-en-vivo-iheart-radio-online-acir-online-iheart-radio-ciudad-de-mexico","en|es"
"mint-1","Mint","Belgium","slug-rewrite","old=mint-1 → new=mint","mint","en|nl|fr"
"mix-fm-1059","MIX FM 105.9","The Philippines","slug-rewrite","old=mix-fm-1059 → new=mix-fm-105-9","mix-fm-105-9","en"
"modo-radio-1069","Modo Radio 106.9","Argentina","slug-rewrite","old=modo-radio-1069 → new=modo-radio-106-9","modo-radio-106-9","en|es"
"mcot-1005","MCOT 100.5","Thailand","slug-rewrite","old=mcot-1005 → new=mcot-100-5","mcot-100-5","en|th"
"mcot-loei-fm-10000","MCOT Loei FM 100.00","Thailand","slug-rewrite","old=mcot-loei-fm-10000 → new=mcot-loei-fm-100-00","mcot-loei-fm-100-00","en|th"
"mc903fm","mc90.3fm","South Africa","slug-rewrite","old=mc903fm → new=mc90-3fm","mc90-3fm","en|af|zu"
"mdr-kultur-klassik-im-konzert-aac","MDR Kultur Klassik im Konzert (AAC)","Germany","mark-noindex","junk:codec-suffix:-aac","mdr-kultur-klassik-im-konzert-aac","en|de|tr"
"mayak-2","Mayak","Unknown","slug-rewrite","old=mayak-2 → new=mayak","mayak","en"
"mazoozie-1","Mazoozie","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite+mark-noindex","old=mazoozie-1 → new=mazoozie-1 ; junk:duplicate-of:mazoozie","mazoozie-1","en"
"mega-971-1-para-latino-hits","Mega 97.1 (#1 Para Latino Hits )","The United States Of America","slug-rewrite","old=mega-971-1-para-latino-hits → new=mega-97-1-1-para-latino-hits","mega-97-1-1-para-latino-hits","en|es"
"mdr-sputnik-rock-aac","MDR Sputnik Rock (AAC)","Germany","mark-noindex","junk:codec-suffix:-aac","mdr-sputnik-rock-aac","en|de|tr"
"mdr-schlagerwelt-sachsen-anhalt-1","MDR Schlagerwelt Sachsen-Anhalt","Germany","slug-rewrite+mark-noindex","old=mdr-schlagerwelt-sachsen-anhalt-1 → new=mdr-schlagerwelt-sachsen-anhalt-1 ; junk:duplicate-of:mdr-schlagerwelt-sachsen-anhalt","mdr-schlagerwelt-sachsen-anhalt-1","en|de|tr"
"mdr-sakska-serbski-rozhs-jako-livestream","MDR SAKSKA Serbski rozhłós jako livestream","Germany","slug-rewrite","old=mdr-sakska-serbski-rozhs-jako-livestream → new=mdr-sakska-serbski-rozhlos-jako-livestream","mdr-sakska-serbski-rozhlos-jako-livestream","en|de|tr"
"mdr-sputnik-rock-1","MDR Sputnik Rock","Germany","slug-rewrite+mark-noindex","old=mdr-sputnik-rock-1 → new=mdr-sputnik-rock-1 ; junk:duplicate-of:mdr-sputnik-rock","mdr-sputnik-rock-1","en|de|tr"
"meloradio-1","Meloradio","Unknown","slug-rewrite+mark-noindex","old=meloradio-1 → new=meloradio-1 ; junk:duplicate-of:meloradio","meloradio-1","en|pl"
"menta-88-1","Menta 88","Greece","slug-rewrite+mark-noindex","old=menta-88-1 → new=menta-88-1 ; junk:duplicate-of:menta-88","menta-88-1","en|el"
"midwest-radio-mp3","Midwest Radio [MP3]","Ireland","mark-noindex","junk:codec-suffix:-mp3","midwest-radio-mp3","en"
"metal-invasion-radio-1","Metal Invasion Radio","France","slug-rewrite+mark-noindex","old=metal-invasion-radio-1 → new=metal-invasion-radio-1 ; junk:duplicate-of:metal-invasion-radio","metal-invasion-radio-1","en|fr|ar"
"metalomnie","Metalománie","Czechia","slug-rewrite","old=metalomnie → new=metalomanie","metalomanie","en|cs"
"metalrockfm-1","metalrock.fm","Canada","slug-rewrite","old=metalrockfm-1 → new=metalrock-fm","metalrock-fm","en|fr|es"
"mgt-brega-e-retr","MGT BREGA E RETRÔ","Brazil","slug-rewrite","old=mgt-brega-e-retr → new=mgt-brega-e-retro","mgt-brega-e-retro","en|pt"
"mi-radio-1","Mi Radio","Chile","slug-rewrite+mark-noindex","old=mi-radio-1 → new=mi-radio-1 ; junk:duplicate-of:mi-radio","mi-radio-1","en|es"
"metal-1","Metal","The United States Of America","slug-rewrite","old=metal-1 → new=metal","metal","en|es"
"mirchi-love-1","Mirchi Love","India","slug-rewrite+mark-noindex","old=mirchi-love-1 → new=mirchi-love-1 ; junk:duplicate-of:mirchi-love","mirchi-love-1","en|hi|ta|te|bn|mr|gu|ur"
"max-fm-958-maximum-music","Max Fm 95.8 ‘Maximum Music'","Türkiye","slug-rewrite+mark-noindex","old=max-fm-958-maximum-music → new=max-fm-95-8-maximum-music-1 ; junk:duplicate-of:max-fm-95-8-maximum-music","max-fm-95-8-maximum-music-1","en|tr"
"maana-intensa","Mañana Intensa","Argentina","slug-rewrite","old=maana-intensa → new=manana-intensa","manana-intensa","en|es"
"mria-rdi","Mária Rádió","Hungary","slug-rewrite","old=mria-rdi → new=maria-radio","maria-radio","en|hu"
